AREA,AREA NAME,Crm Cd,Crm Cd Desc,DATE OCC,Part 1-2,DR_NO
02,Rampart,910,KIDNAPPING,2021,2,11
18,Southeast,949,ILLEGAL DUMPING,2022,2,2
16,Foothill,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2022,2,1
04,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,575
14,Pacific,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2021,2,1
04,Hollenbeck,762,LEWD CONDUCT,2022,2,3
12,77th Street,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2020,2,20
09,Van Nuys,310,BURGLARY,2022,1,843
05,Harbor,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2020,2,11
09,Van Nuys,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2021,1,453
10,West Valley,110,CRIMINAL HOMICIDE,2021,1,8
11,Northeast,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2022,2,2
08,West LA,860,BATTERY WITH SEXUAL CONTACT,2020,2,72
01,Central,351,PURSE SNATCHING,2021,1,1
06,Hollywood,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,10
16,Foothill,814,CHILD PORNOGRAPHY,2020,2,2
20,Olympic,330,BURGLARY FROM VEHICLE,2021,1,691
15,N Hollywood,450,THEFT FROM PERSON - ATTEMPT,2021,1,1
03,Southwest,666,"BUNCO, ATTEMPT",2022,2,11
14,Pacific,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2022,1,6
07,Wilshire,122,"RAPE, ATTEMPTED",2020,1,1
15,N Hollywood,434,FALSE IMPRISONMENT,2020,2,3
16,Foothill,820,ORAL COPULATION,2022,1,6
11,Northeast,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2021,2,12
08,West LA,625,OTHER ASSAULT,2022,2,66
02,Rampart,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2022,2,18
06,Hollywood,944,CONSPIRACY,2021,2,1
15,N Hollywood,943,CRUELTY TO ANIMALS,2020,2,2
19,Mission,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,25
06,Hollywood,520,VEHICLE - ATTEMPT STOLEN,2020,1,11
05,Harbor,922,CHILD STEALING,2022,2,3
01,Central,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2021,2,2
08,West LA,444,DISHONEST EMPLOYEE - PETTY THEFT,2022,1,2
21,Topanga,763,STALKING,2022,2,8
20,Olympic,940,EXTORTION,2022,2,25
15,N Hollywood,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2022,2,2
04,Hollenbeck,932,PEEPING TOM,2020,2,3
09,Van Nuys,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,3
12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020,2,579
08,West LA,354,THEFT OF IDENTITY,2020,2,658
01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,14
15,N Hollywood,351,PURSE SNATCHING,2022,1,1
19,Mission,121,"RAPE, FORCIBLE",2020,1,42
19,Mission,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,443
09,Van Nuys,755,BOMB SCARE,2022,2,3
04,Hollenbeck,110,CRIMINAL HOMICIDE,2021,1,39
03,Southwest,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,250
08,West LA,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,168
04,Hollenbeck,949,ILLEGAL DUMPING,2020,2,1
11,Northeast,886,DISTURBING THE PEACE,2022,2,24
10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,506
18,Southeast,886,DISTURBING THE PEACE,2021,2,10
05,Harbor,350,"THEFT, PERSON",2020,1,31
21,Topanga,434,FALSE IMPRISONMENT,2022,2,3
10,West Valley,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2022,2,8
12,77th Street,487,BOAT - STOLEN,2022,1,2
17,Devonshire,900,VIOLATION OF COURT ORDER,2022,2,74
11,Northeast,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2022,2,4
07,Wilshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,352
01,Central,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,9
10,West Valley,820,ORAL COPULATION,2022,1,5
07,Wilshire,441,THEFT PLAIN - ATTEMPT,2021,1,1
14,Pacific,865,"DRUGS, TO A MINOR",2020,2,2
08,West LA,623,BATTERY POLICE (SIMPLE),2021,2,8
08,West LA,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2020,1,2
04,Hollenbeck,434,FALSE IMPRISONMENT,2022,2,5
21,Topanga,251,SHOTS FIRED AT INHABITED DWELLING,2022,1,20
18,Southeast,814,CHILD PORNOGRAPHY,2022,2,1
19,Mission,352,PICKPOCKET,2022,1,3
07,Wilshire,901,VIOLATION OF RESTRAINING ORDER,2022,2,119
13,Newton,666,"BUNCO, ATTEMPT",2020,2,2
14,Pacific,660,COUNTERFEIT,2021,2,1
03,Southwest,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2022,2,17
18,Southeast,649,DOCUMENT FORGERY / STOLEN FELONY,2022,2,12
14,Pacific,756,WEAPONS POSSESSION/BOMBING,2020,2,1
16,Foothill,439,FALSE POLICE REPORT,2022,2,1
19,Mission,901,VIOLATION OF RESTRAINING ORDER,2021,2,259
06,Hollywood,928,THREATENING PHONE CALLS/LETTERS,2022,2,4
07,Wilshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,402
16,Foothill,850,INDECENT EXPOSURE,2022,2,30
06,Hollywood,520,VEHICLE - ATTEMPT STOLEN,2022,1,21
12,77th Street,860,BATTERY WITH SEXUAL CONTACT,2022,2,56
15,N Hollywood,933,PROWLER,2020,2,1
13,Newton,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2022,2,1
10,West Valley,860,BATTERY WITH SEXUAL CONTACT,2022,2,46
05,Harbor,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2022,1,12
02,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,2022,2,576
19,Mission,350,"THEFT, PERSON",2021,1,40
07,Wilshire,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2022,2,39
03,Southwest,910,KIDNAPPING,2022,2,16
14,Pacific,110,CRIMINAL HOMICIDE,2021,1,9
05,Harbor,624,BATTERY - SIMPLE ASSAULT,2022,2,711
03,Southwest,903,CONTEMPT OF COURT,2020,2,1
03,Southwest,661,UNAUTHORIZED COMPUTER ACCESS,2022,2,3
05,Harbor,820,ORAL COPULATION,2022,1,8
17,Devonshire,886,DISTURBING THE PEACE,2021,2,16
13,Newton,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,33
16,Foothill,903,CONTEMPT OF COURT,2022,2,93
21,Topanga,761,BRANDISH WEAPON,2020,1,79
14,Pacific,946,OTHER MISCELLANEOUS CRIME,2020,2,147
01,Central,928,THREATENING PHONE CALLS/LETTERS,2021,2,2
21,Topanga,662,"BUNCO, GRAND THEFT",2022,2,103
19,Mission,922,CHILD STEALING,2020,2,3
04,Hollenbeck,510,VEHICLE - STOLEN,2021,1,"1,260"
08,West LA,520,VEHICLE - ATTEMPT STOLEN,2020,1,8
01,Central,946,OTHER MISCELLANEOUS CRIME,2020,2,140
19,Mission,900,VIOLATION OF COURT ORDER,2022,2,96
21,Topanga,660,COUNTERFEIT,2020,2,1
02,Rampart,649,DOCUMENT FORGERY / STOLEN FELONY,2022,2,17
19,Mission,661,UNAUTHORIZED COMPUTER ACCESS,2022,2,7
04,Hollenbeck,662,"BUNCO, GRAND THEFT",2022,2,28
10,West Valley,761,BRANDISH WEAPON,2022,1,127
01,Central,666,"BUNCO, ATTEMPT",2020,2,5
03,Southwest,450,THEFT FROM PERSON - ATTEMPT,2022,1,3
16,Foothill,310,BURGLARY,2022,1,477
13,Newton,888,TRESPASSING,2021,2,50
13,Newton,814,CHILD PORNOGRAPHY,2021,2,3
04,Hollenbeck,623,BATTERY POLICE (SIMPLE),2021,2,21
08,West LA,320,"BURGLARY, ATTEMPTED",2022,1,56
16,Foothill,806,PANDERING,2020,2,1
20,Olympic,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,18
09,Van Nuys,330,BURGLARY FROM VEHICLE,2020,1,715
06,Hollywood,756,WEAPONS POSSESSION/BOMBING,2021,2,1
05,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,232
15,N Hollywood,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2022,2,2
15,N Hollywood,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,3
14,Pacific,900,VIOLATION OF COURT ORDER,2020,2,69
06,Hollywood,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,7
07,Wilshire,903,CONTEMPT OF COURT,2021,2,1
05,Harbor,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,25
11,Northeast,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,613
02,Rampart,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2021,1,430
12,77th Street,439,FALSE POLICE REPORT,2020,2,1
04,Hollenbeck,946,OTHER MISCELLANEOUS CRIME,2020,2,46
10,West Valley,888,TRESPASSING,2020,2,134
12,77th Street,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,72
15,N Hollywood,437,RESISTING ARREST,2021,2,2
18,Southeast,310,BURGLARY,2022,1,300
07,Wilshire,888,TRESPASSING,2020,2,182
08,West LA,755,BOMB SCARE,2020,2,2
08,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2022,1,576
03,Southwest,660,COUNTERFEIT,2020,2,3
02,Rampart,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2021,2,15
08,West LA,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2021,1,12
16,Foothill,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2020,1,17
18,Southeast,820,ORAL COPULATION,2021,1,16
05,Harbor,210,ROBBERY,2022,1,249
06,Hollywood,813,CHILD ANNOYING (17YRS & UNDER),2022,2,9
07,Wilshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2022,1,372
01,Central,624,BATTERY - SIMPLE ASSAULT,2022,2,"1,823"
18,Southeast,903,CONTEMPT OF COURT,2021,2,25
12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,821
10,West Valley,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,215
16,Foothill,330,BURGLARY FROM VEHICLE,2021,1,351
13,Newton,662,"BUNCO, GRAND THEFT",2021,2,20
02,Rampart,813,CHILD ANNOYING (17YRS & UNDER),2022,2,16
16,Foothill,210,ROBBERY,2021,1,157
13,Newton,860,BATTERY WITH SEXUAL CONTACT,2022,2,38
18,Southeast,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,84
21,Topanga,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,4
01,Central,443,SHOPLIFTING - ATTEMPT,2020,1,1
06,Hollywood,330,BURGLARY FROM VEHICLE,2022,1,"1,142"
13,Newton,520,VEHICLE - ATTEMPT STOLEN,2021,1,35
17,Devonshire,805,PIMPING,2021,2,1
14,Pacific,664,"BUNCO, PETTY THEFT",2021,2,14
13,Newton,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,37
04,Hollenbeck,940,EXTORTION,2022,2,10
10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2022,2,529
19,Mission,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021,1,184
13,Newton,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,44
20,Olympic,943,CRUELTY TO ANIMALS,2021,2,3
08,West LA,434,FALSE IMPRISONMENT,2020,2,4
01,Central,320,"BURGLARY, ATTEMPTED",2020,1,33
02,Rampart,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,21
03,Southwest,652,DOCUMENT WORTHLESS ($200 & UNDER),2021,2,2
07,Wilshire,901,VIOLATION OF RESTRAINING ORDER,2020,2,75
01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,257
06,Hollywood,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2021,2,6
17,Devonshire,471,TILL TAP - PETTY ($950 & UNDER),2022,1,1
11,Northeast,485,BIKE - ATTEMPTED STOLEN,2021,1,1
13,Newton,880,DISRUPT SCHOOL,2020,2,1
10,West Valley,805,PIMPING,2022,2,1
15,N Hollywood,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,11
10,West Valley,910,KIDNAPPING,2021,2,17
15,N Hollywood,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2020,2,17
12,77th Street,438,RECKLESS DRIVING,2021,2,2
03,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2022,2,301
02,Rampart,450,THEFT FROM PERSON - ATTEMPT,2021,1,1
15,N Hollywood,661,UNAUTHORIZED COMPUTER ACCESS,2022,2,2
04,Hollenbeck,651,DOCUMENT WORTHLESS ($200.01 & OVER),2021,2,2
20,Olympic,122,"RAPE, ATTEMPTED",2020,1,6
05,Harbor,441,THEFT PLAIN - ATTEMPT,2022,1,3
03,Southwest,438,RECKLESS DRIVING,2022,2,1
06,Hollywood,443,SHOPLIFTING - ATTEMPT,2021,1,1
01,Central,903,CONTEMPT OF COURT,2022,2,2
04,Hollenbeck,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,356
08,West LA,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,10
08,West LA,932,PEEPING TOM,2022,2,6
05,Harbor,471,TILL TAP - PETTY ($950 & UNDER),2020,1,1
14,Pacific,122,"RAPE, ATTEMPTED",2020,1,3
06,Hollywood,350,"THEFT, PERSON",2021,1,51
01,Central,121,"RAPE, FORCIBLE",2021,1,98
08,West LA,820,ORAL COPULATION,2020,1,2
19,Mission,910,KIDNAPPING,2022,2,12
05,Harbor,487,BOAT - STOLEN,2022,1,8
19,Mission,520,VEHICLE - ATTEMPT STOLEN,2020,1,23
20,Olympic,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2022,2,10
06,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,864
04,Hollenbeck,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,44
19,Mission,850,INDECENT EXPOSURE,2021,2,6
09,Van Nuys,755,BOMB SCARE,2020,2,4
08,West LA,932,PEEPING TOM,2021,2,9
18,Southeast,624,BATTERY - SIMPLE ASSAULT,2021,2,817
05,Harbor,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,81
17,Devonshire,310,BURGLARY,2021,1,692
19,Mission,932,PEEPING TOM,2020,2,4
15,N Hollywood,441,THEFT PLAIN - ATTEMPT,2022,1,6
14,Pacific,890,FAILURE TO YIELD,2021,2,13
09,Van Nuys,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,83
10,West Valley,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2022,1,6
20,Olympic,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2022,1,428
15,N Hollywood,121,"RAPE, FORCIBLE",2022,1,40
08,West LA,910,KIDNAPPING,2021,2,5
03,Southwest,330,BURGLARY FROM VEHICLE,2022,1,389
12,77th Street,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,352
14,Pacific,251,SHOTS FIRED AT INHABITED DWELLING,2020,1,3
15,N Hollywood,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2022,2,44
11,Northeast,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021,1,326
14,Pacific,354,THEFT OF IDENTITY,2022,2,703
04,Hollenbeck,220,ATTEMPTED ROBBERY,2020,1,36
19,Mission,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,93
18,Southeast,310,BURGLARY,2021,1,266
08,West LA,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,499
09,Van Nuys,910,KIDNAPPING,2021,2,2
20,Olympic,444,DISHONEST EMPLOYEE - PETTY THEFT,2020,1,1
09,Van Nuys,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2020,2,1
03,Southwest,622,BATTERY ON A FIREFIGHTER,2021,2,3
01,Central,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2022,2,4
13,Newton,910,KIDNAPPING,2022,2,10
21,Topanga,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,6
18,Southeast,437,RESISTING ARREST,2022,2,24
14,Pacific,353,DRUNK ROLL,2021,1,1
20,Olympic,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,12
15,N Hollywood,762,LEWD CONDUCT,2020,2,4
08,West LA,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,77
19,Mission,762,LEWD CONDUCT,2021,2,4
18,Southeast,435,LYNCHING,2020,2,8
09,Van Nuys,940,EXTORTION,2020,2,23
16,Foothill,946,OTHER MISCELLANEOUS CRIME,2021,2,43
06,Hollywood,763,STALKING,2021,2,16
14,Pacific,932,PEEPING TOM,2022,2,2
18,Southeast,940,EXTORTION,2021,2,12
14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,827
15,N Hollywood,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2021,1,1
19,Mission,330,BURGLARY FROM VEHICLE,2021,1,431
13,Newton,870,CHILD ABANDONMENT,2021,2,2
01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,517
14,Pacific,888,TRESPASSING,2022,2,238
19,Mission,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2020,2,23
06,Hollywood,940,EXTORTION,2022,2,21
06,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,396
01,Central,648,ARSON,2022,1,40
09,Van Nuys,330,BURGLARY FROM VEHICLE,2021,1,621
14,Pacific,762,LEWD CONDUCT,2021,2,8
04,Hollenbeck,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,8
16,Foothill,437,RESISTING ARREST,2022,2,7
06,Hollywood,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,25
13,Newton,210,ROBBERY,2020,1,525
04,Hollenbeck,664,"BUNCO, PETTY THEFT",2021,2,15
08,West LA,352,PICKPOCKET,2020,1,4
18,Southeast,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2022,2,17
08,West LA,910,KIDNAPPING,2020,2,3
07,Wilshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2021,1,343
05,Harbor,761,BRANDISH WEAPON,2020,1,136
11,Northeast,910,KIDNAPPING,2021,2,6
20,Olympic,762,LEWD CONDUCT,2021,2,10
09,Van Nuys,942,BRIBERY,2020,2,1
15,N Hollywood,350,"THEFT, PERSON",2020,1,18
05,Harbor,625,OTHER ASSAULT,2020,2,25
05,Harbor,814,CHILD PORNOGRAPHY,2022,2,2
06,Hollywood,310,BURGLARY,2022,1,592
06,Hollywood,813,CHILD ANNOYING (17YRS & UNDER),2021,2,4
03,Southwest,900,VIOLATION OF COURT ORDER,2021,2,62
07,Wilshire,660,COUNTERFEIT,2020,2,3
13,Newton,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2022,1,5
17,Devonshire,625,OTHER ASSAULT,2022,2,41
03,Southwest,345,DISHONEST EMPLOYEE - GRAND THEFT,2022,1,1
18,Southeast,520,VEHICLE - ATTEMPT STOLEN,2021,1,59
12,77th Street,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,29
08,West LA,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,223
19,Mission,949,ILLEGAL DUMPING,2020,2,4
03,Southwest,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2022,1,12
13,Newton,888,TRESPASSING,2022,2,37
18,Southeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,342
06,Hollywood,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,26
18,Southeast,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,12
09,Van Nuys,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2020,1,63
04,Hollenbeck,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,4
10,West Valley,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,47
03,Southwest,932,PEEPING TOM,2022,2,10
17,Devonshire,351,PURSE SNATCHING,2021,1,2
19,Mission,320,"BURGLARY, ATTEMPTED",2022,1,28
20,Olympic,210,ROBBERY,2022,1,474
02,Rampart,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2022,2,1
17,Devonshire,932,PEEPING TOM,2022,2,3
21,Topanga,755,BOMB SCARE,2022,2,1
06,Hollywood,762,LEWD CONDUCT,2022,2,18
14,Pacific,485,BIKE - ATTEMPTED STOLEN,2021,1,1
05,Harbor,330,BURGLARY FROM VEHICLE,2022,1,351
13,Newton,886,DISTURBING THE PEACE,2022,2,4
01,Central,623,BATTERY POLICE (SIMPLE),2021,2,68
07,Wilshire,439,FALSE POLICE REPORT,2021,2,8
01,Central,351,PURSE SNATCHING,2022,1,2
03,Southwest,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2021,2,2
10,West Valley,922,CHILD STEALING,2022,2,8
09,Van Nuys,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,17
19,Mission,662,"BUNCO, GRAND THEFT",2021,2,47
14,Pacific,661,UNAUTHORIZED COMPUTER ACCESS,2022,2,6
01,Central,910,KIDNAPPING,2022,2,17
10,West Valley,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2020,2,2
01,Central,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2022,1,2
03,Southwest,354,THEFT OF IDENTITY,2021,2,497
08,West LA,940,EXTORTION,2020,2,22
06,Hollywood,888,TRESPASSING,2021,2,291
15,N Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,653
16,Foothill,441,THEFT PLAIN - ATTEMPT,2021,1,5
05,Harbor,624,BATTERY - SIMPLE ASSAULT,2020,2,742
15,N Hollywood,664,"BUNCO, PETTY THEFT",2020,2,22
12,77th Street,664,"BUNCO, PETTY THEFT",2022,2,16
14,Pacific,666,"BUNCO, ATTEMPT",2021,2,2
04,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,439
09,Van Nuys,753,DISCHARGE FIREARMS/SHOTS FIRED,2020,2,25
13,Newton,648,ARSON,2020,1,52
14,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,435
07,Wilshire,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2020,1,43
03,Southwest,753,DISCHARGE FIREARMS/SHOTS FIRED,2021,2,47
12,77th Street,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2021,2,1
16,Foothill,662,"BUNCO, GRAND THEFT",2020,2,55
16,Foothill,220,ATTEMPTED ROBBERY,2020,1,26
04,Hollenbeck,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,2
10,West Valley,351,PURSE SNATCHING,2021,1,1
16,Foothill,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,168
11,Northeast,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,278
13,Newton,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2020,2,4
15,N Hollywood,755,BOMB SCARE,2022,2,1
02,Rampart,330,BURGLARY FROM VEHICLE,2022,1,593
10,West Valley,434,FALSE IMPRISONMENT,2021,2,5
10,West Valley,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,15
03,Southwest,648,ARSON,2020,1,42
19,Mission,928,THREATENING PHONE CALLS/LETTERS,2022,2,6
18,Southeast,922,CHILD STEALING,2020,2,13
02,Rampart,662,"BUNCO, GRAND THEFT",2021,2,47
13,Newton,814,CHILD PORNOGRAPHY,2020,2,2
13,Newton,943,CRUELTY TO ANIMALS,2021,2,1
10,West Valley,932,PEEPING TOM,2021,2,3
11,Northeast,330,BURGLARY FROM VEHICLE,2022,1,718
05,Harbor,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2022,2,56
12,77th Street,949,ILLEGAL DUMPING,2022,2,1
10,West Valley,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2022,1,595
14,Pacific,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2020,1,14
16,Foothill,906,FIREARMS RESTRAINING ORDER (FIREARMS RO),2021,2,1
05,Harbor,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,9
12,77th Street,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2022,2,3
14,Pacific,121,"RAPE, FORCIBLE",2020,1,40
20,Olympic,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2020,2,2
02,Rampart,237,CHILD NEGLECT (SEE 300 W.I.C.),2020,2,6
05,Harbor,901,VIOLATION OF RESTRAINING ORDER,2020,2,274
02,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,653
18,Southeast,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2022,1,46
01,Central,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2021,1,2
11,Northeast,121,"RAPE, FORCIBLE",2022,1,20
13,Newton,920,KIDNAPPING - GRAND ATTEMPT,2021,2,3
19,Mission,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,182
06,Hollywood,813,CHILD ANNOYING (17YRS & UNDER),2020,2,3
05,Harbor,320,"BURGLARY, ATTEMPTED",2022,1,35
18,Southeast,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,94
08,West LA,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,1
03,Southwest,351,PURSE SNATCHING,2021,1,3
10,West Valley,901,VIOLATION OF RESTRAINING ORDER,2022,2,34
05,Harbor,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,8
05,Harbor,860,BATTERY WITH SEXUAL CONTACT,2020,2,23
11,Northeast,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,12
15,N Hollywood,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,1
06,Hollywood,886,DISTURBING THE PEACE,2022,2,17
